Filename,Prediction,Confidence,Result
4C_67.jpg,Malignant,"['0.1710291356', '0.8289708495']",Correct
4C_68.jpg,Malignant,"['0.0000032096', '0.9999967813']",Correct
4C_62.jpg,Malignant,"['0.1739329100', '0.8260670900']",Correct
4C_7.jpg,Malignant,"['0.0000005097', '0.9999995232']",Correct
4C_8.jpg,Malignant,"['0.0000000024', '1.0000000000']",Correct
4C_9.jpg,Malignant,"['0.0000000095', '1.0000000000']",Correct
5_10.jpg,Malignant,"['0.0000000015', '1.0000000000']",Correct
5_12.jpg,Benign,"['0.5934141874', '0.4065858126']",Incorrect
5_13.jpg,Malignant,"['0.0015279198', '0.9984720349']",Correct
5_14.jpg,Malignant,"['0.0000000045', '1.0000000000']",Correct
5_1.jpg,Malignant,"['0.0000125987', '0.9999873638']",Correct
5_0.jpg,Malignant,"['0.0000000100', '1.0000000000']",Correct
5_11.jpg,Malignant,"['0.0003693964', '0.9996305704']",Correct
5_15.jpg,Malignant,"['0.0000000476', '1.0000000000']",Correct
5_17.jpg,Malignant,"['0.1166869253', '0.8833130598']",Correct
5_16.jpg,Malignant,"['0.0000000027', '1.0000000000']",Correct
5_18.jpg,Malignant,"['0.0000470807', '0.9999529123']",Correct
5_19.jpg,Benign,"['0.9216202497', '0.0783797130']",Incorrect
5_20.jpg,Malignant,"['0.0000000014', '1.0000000000']",Correct
5_24.jpg,Malignant,"['0.0000374250', '0.9999625683']",Correct
5_21.jpg,Malignant,"['0.0000000181', '1.0000000000']",Correct
5_25.jpg,Malignant,"['0.0000008939', '0.9999991655']",Correct
5_26.jpg,Malignant,"['0.0000015869', '0.9999984503']",Correct
5_2.jpg,Malignant,"['0.0000003147', '0.9999996424']",Correct
5_27.jpg,Malignant,"['0.0344024748', '0.9655975103']",Correct
5_28.jpg,Malignant,"['0.0000443124', '0.9999556541']",Correct
5_23.jpg,Malignant,"['0.0000000522', '1.0000000000']",Correct
5_22.jpg,Malignant,"['0.0000001369', '0.9999998808']",Correct
5_29.jpg,Malignant,"['0.0000083741', '0.9999916553']",Correct
5_30.jpg,Malignant,"['0.0000006846', '0.9999992847']",Correct
5_3.jpg,Malignant,"['0.0000000000', '1.0000000000']",Correct
5_32.jpg,Malignant,"['0.0000000000', '1.0000000000']",Correct
5_33.jpg,Malignant,"['0.0007258785', '0.9992740750']",Correct
5_34.jpg,Malignant,"['0.2011157721', '0.7988842130']",Correct
5_35.jpg,Malignant,"['0.0006007670', '0.9993991852']",Correct
5_31.jpg,Malignant,"['0.0000000014', '1.0000000000']",Correct
5_36.jpg,Malignant,"['0.0023300580', '0.9976698756']",Correct
5_37.jpg,Malignant,"['0.0000004074', '0.9999996424']",Correct
5_4.jpg,Malignant,"['0.0000007068', '0.9999992847']",Correct
5_41.jpg,Malignant,"['0.0000008267', '0.9999991655']",Correct
5_42.jpg,Malignant,"['0.0005536856', '0.9994463325']",Correct
5_43.jpg,Malignant,"['0.0000000002', '1.0000000000']",Correct
5_44.jpg,Malignant,"['0.0000000556', '1.0000000000']",Correct
5_5.jpg,Malignant,"['0.0000000000', '1.0000000000']",Correct
5_39.jpg,Malignant,"['0.0000000000', '1.0000000000']",Correct
5_38.jpg,Benign,"['0.9992544055', '0.0007455485']",Incorrect
5_40.jpg,Malignant,"['0.0000018302', '0.9999982119']",Correct
5_6.jpg,Malignant,"['0.0000000000', '1.0000000000']",Correct
5_7.jpg,Malignant,"['0.0000783240', '0.9999216795']",Correct
5_8.jpg,Malignant,"['0.0039248439', '0.9960750937']",Correct
5_9.jpg,Malignant,"['0.0000000116', '1.0000000000']",Correct
2_11.jpg,Malignant,"['0.0000000519', '1.0000000000']",Incorrect
2_12.jpg,Malignant,"['0.0000000185', '1.0000000000']",Incorrect
2_13.jpg,Malignant,"['0.0000001271', '0.9999998808']",Incorrect
2_0.jpg,Malignant,"['0.0000000384', '1.0000000000']",Incorrect
2_1.jpg,Malignant,"['0.0000013150', '0.9999986887']",Incorrect
2_10.jpg,Malignant,"['0.0000000000', '1.0000000000']",Incorrect
2_14.jpg,Malignant,"['0.0069545517', '0.9930453897']",Incorrect
2_16.jpg,Malignant,"['0.0000003736', '0.9999996424']",Incorrect
2_17.jpg,Malignant,"['0.0000000000', '1.0000000000']",Incorrect
2_18.jpg,Malignant,"['0.0000000131', '1.0000000000']",Incorrect
2_19.jpg,Malignant,"['0.0000003579', '0.9999996424']",Incorrect
2_15.jpg,Malignant,"['0.0000000212', '1.0000000000']",Incorrect
2_20.jpg,Malignant,"['0.0000000009', '1.0000000000']",Incorrect
2_23.jpg,Malignant,"['0.0924811438', '0.9075188637']",Incorrect
2_24.jpg,Malignant,"['0.0000847472', '0.9999152422']",Incorrect
2_22.jpg,Malignant,"['0.0033340885', '0.9966658950']",Incorrect
2_2.jpg,Malignant,"['0.0000035991', '0.9999964237']",Incorrect
2_21.jpg,Malignant,"['0.0000135532', '0.9999864101']",Incorrect
2_25.jpg,Malignant,"['0.0000032419', '0.9999967813']",Incorrect
2_27.jpg,Malignant,"['0.0000002439', '0.9999997616']",Incorrect
2_26.jpg,Malignant,"['0.0000000000', '1.0000000000']",Incorrect
2_29.jpg,Malignant,"['0.0002654213', '0.9997345805']",Incorrect
2_3.jpg,Malignant,"['0.0020183127', '0.9979816675']",Incorrect
2_30.jpg,Malignant,"['0.0000000328', '1.0000000000']",Incorrect
2_31.jpg,Malignant,"['0.0000000575', '1.0000000000']",Incorrect
2_33.jpg,Malignant,"['0.0000015827', '0.9999984503']",Incorrect
2_37.jpg,Malignant,"['0.0000111653', '0.9999887943']",Incorrect
2_36.jpg,Malignant,"['0.0001460812', '0.9998538494']",Incorrect
2_28.jpg,Malignant,"['0.0025479198', '0.9974520802']",Incorrect
2_32.jpg,Malignant,"['0.0000000583', '1.0000000000']",Incorrect
2_34.jpg,Benign,"['0.9964991808', '0.0035007540']",Correct
2_35.jpg,Malignant,"['0.0002333792', '0.9997666478']",Incorrect
2_38.jpg,Malignant,"['0.0122383246', '0.9877617359']",Incorrect
2_39.jpg,Malignant,"['0.0000616116', '0.9999383688']",Incorrect
2_4.jpg,Malignant,"['0.0004581998', '0.9995418787']",Incorrect
2_5.jpg,Malignant,"['0.0000000272', '1.0000000000']",Incorrect
2_6.jpg,Malignant,"['0.0077363839', '0.9922636747']",Incorrect
2_7.jpg,Malignant,"['0.0000000000', '1.0000000000']",Incorrect
2_40.jpg,Malignant,"['0.0001387278', '0.9998612404']",Incorrect
3_1.jpg,Malignant,"['0.0000000000', '1.0000000000']",Incorrect
3_10.jpg,Malignant,"['0.0000000170', '1.0000000000']",Incorrect
3_11.jpg,Malignant,"['0.0000017776', '0.9999982119']",Incorrect
3_0.jpg,Malignant,"['0.0000000001', '1.0000000000']",Incorrect
2_9.jpg,Malignant,"['0.0000294116', '0.9999705553']",Incorrect
2_8.jpg,Malignant,"['0.0000001720', '0.9999998808']",Incorrect
3_12.jpg,Malignant,"['0.0000000001', '1.0000000000']",Incorrect
3_13.jpg,Malignant,"['0.0045528356', '0.9954470992']",Incorrect
3_14.jpg,Malignant,"['0.0002568088', '0.9997431636']",Incorrect
3_15.jpg,Malignant,"['0.0000000001', '1.0000000000']",Incorrect
3_17.jpg,Malignant,"['0.0000446878', '0.9999552965']",Incorrect
3_18.jpg,Malignant,"['0.0000000152', '1.0000000000']",Incorrect
3_2.jpg,Malignant,"['0.0000003713', '0.9999996424']",Incorrect
3_5.jpg,Malignant,"['0.0000612325', '0.9999387264']",Incorrect
3_6.jpg,Malignant,"['0.0000022951', '0.9999977350']",Incorrect
3_16.jpg,Malignant,"['0.0000000011', '1.0000000000']",Incorrect
3_4.jpg,Benign,"['0.9197061062', '0.0802939236']",Correct
3_3.jpg,Malignant,"['0.0161726996', '0.9838272333']",Incorrect
3_7.jpg,Malignant,"['0.0002577940', '0.9997422099']",Incorrect
3_8.jpg,Malignant,"['0.4861924052', '0.5138075948']",Incorrect
3_9.jpg,Malignant,"['0.0025386007', '0.9974613190']",Incorrect
